ros_time,odom_x,odom_y,odom_z,gt_x,gt_y,gt_z,drift_dx,drift_dy,drift_dz,drift_dist,source
1747219403.357462098,-58.37134202527645,7.202570781594366,0.0,-58.10866993533536,7.100597064608108,0.0,-0.26267208994109126,0.10197371698625801,0.0,0.28177165540560356,odom
1747219403.357462098,-58.37134202527645,7.202570781594366,0.0,-58.16915056731407,7.014021740247657,0.0,-0.20219145796237825,0.18854904134670925,0.0,0.2764636082122116,gt
1747219403.457471142,-58.39934323293067,7.163063452864661,0.0,-58.16915056731407,7.014021740247657,0.0,-0.2301926656165989,0.14904171261700405,0.0,0.2742300045645716,odom
1747219403.590849500,-58.36350632316549,7.21235750389085,0.0,-58.16915056731407,7.014021740247657,0.0,-0.19435575585141862,0.19833576364319327,0.0,0.27768909768391137,odom
1747219403.590849500,-58.36350632316549,7.21235750389085,0.0,-58.225885442324156,6.930426676807071,0.0,-0.1376208808413324,0.28193082708377926,0.0,0.3137267889481038,gt
1747219403.724157427,-58.392735619285425,7.170932581047486,0.0,-58.225885442324156,6.930426676807071,0.0,-0.16685017696126891,0.24050590424041562,0.0,0.29271500051501753,odom
1747219403.857454844,-58.469268623446254,7.063823750379341,0.0,-58.225885442324156,6.930426676807071,0.0,-0.24338318112209834,0.13339707357227049,0.0,0.27754306348881763,odom
1747219403.857454844,-58.469268623446254,7.063823750379341,0.0,-58.28096871409375,6.847538224999392,0.0,-0.18829990935250152,0.21628552537994938,0.0,0.28676869485883744,gt
1747219403.957459255,-58.49521842678374,7.025849251457725,0.0,-58.28096871409375,6.847538224999392,0.0,-0.21424971268998405,0.1783110264583332,0.0,0.278743182058979,odom
1747219404.090832264,-58.51336118021386,6.999419699514492,0.0,-58.28096871409375,6.847538224999392,0.0,-0.23239246612011044,0.15188147451510048,0.0,0.2776224785752548,odom
1747219404.090832264,-58.51336118021386,6.999419699514492,0.0,-58.3340478807329,6.7659551114009915,0.0,-0.17931329948095964,0.23346458811350068,0.0,0.2943789620094392,gt
1747219404.257475771,-58.56721062616832,6.917036730447356,0.0,-58.3340478807329,6.7659551114009915,0.0,-0.23316274543541482,0.15108161904636486,0.0,0.27783182228220543,odom
1747219404.357495269,-58.59262944957632,6.878196052811377,0.0,-58.3340478807329,6.7659551114009915,0.0,-0.2585815688434181,0.1122409414103851,0.0,0.28189085950809556,odom
